scenario_id,model,stratum,season,prompt_variant,location_description,fawn_station_id,target_p10,target_p50,target_p90,reference_year_count,p10,p50,p90,interval_width,relative_interval_width,target_interval_width,confidence,crps,crps_relative,mean_pinball_loss,median_abs_error,median_abs_error_relative,latency_ms
miami_annual_natural,claude-haiku-4-5,specific_station,annual,natural,"My grandma lives in Miami, Florida. How much rain should she expect over the next year?",440,46.495,56.575,76.22999999999999,16,45.0,62.0,78.0,33.0,0.5832965090587715,29.734999999999992,0.85,6.695650330424806,0.11834998374590908,2.8575,9.89,0.17481219619973487,2079.6402000123635
miami_annual_statistical,claude-haiku-4-5,specific_station,annual,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,46.495,56.575,76.22999999999999,16,45.0,62.0,82.0,37.0,0.6539991162174105,29.734999999999992,0.78,6.880839029656591,0.12162331470891014,2.9408333333333334,9.89,0.17481219619973487,2091.8605999904685
gulf_city_annual_natural,claude-haiku-4-5,regional_inference,annual,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect over the next year?",480,38.4,53.99,63.43,11,45.0,55.0,68.0,23.0,0.4260048157066123,25.03,0.78,6.294127311119161,0.11657950196553363,2.806212121212121,8.193636363636363,0.1517621108286046,2117.155299987644
gulf_city_annual_statistical,claude-haiku-4-5,regional_inference,annual,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,38.4,53.99,63.43,11,45.0,54.0,65.0,20.0,0.3704389701796629,25.03,0.78,6.125926524126839,0.1134640956496914,2.7425757575757577,8.102727272727272,0.15007829732778796,3953.054499987047
random_fl_annual_natural,claude-haiku-4-5,underspecified,annual,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect over the next year?,,39.61,50.55,64.07300000000001,618,45.0,54.0,65.0,20.0,0.39564787339268054,24.463000000000008,0.75,6.233893239777665,0.12332133016375205,2.8240507011866236,8.567216828478964,0.16948005595408436,1808.6154999909922
random_fl_annual_statistical,claude-haiku-4-5,underspecified,annual,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,39.61,50.55,64.07300000000001,618,45.0,54.0,65.0,20.0,0.39564787339268054,24.463000000000008,0.78,6.233893239777665,0.12332133016375205,2.8240507011866236,8.567216828478964,0.16948005595408436,2219.5052999886684
miami_wet_natural,claude-haiku-4-5,specific_station,wet_season,natural,"My grandma lives in Miami, Florida. How much rain should she expect from June through September?",440,24.909999999999997,35.39,45.17,16,28.0,38.0,50.0,22.0,0.6216445323537723,20.260000000000005,0.82,5.097603902891747,0.144040799742632,2.1942708333333334,7.001875000000001,0.1978489686352077,2169.228299986571
miami_wet_statistical,claude-haiku-4-5,specific_station,wet_season,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,24.909999999999997,35.39,45.17,16,18.5,28.0,38.5,20.0,0.5651313930488838,20.260000000000005,0.78,5.989210590642731,0.16923454621765274,2.6653125,8.389375000000001,0.23705495902797402,1942.0785999973305
gulf_city_wet_natural,claude-haiku-4-5,regional_inference,wet_season,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect from June through September?",480,25.196,32.339999999999996,46.136,14,35.0,50.0,68.0,33.0,1.0204081632653061,20.94,0.82,11.339210486803847,0.35062493774903675,5.038809523809524,15.872857142857143,0.49081190917925616,1897.6350000011735
gulf_city_wet_statistical,claude-haiku-4-5,regional_inference,wet_season,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,25.196,32.339999999999996,46.136,14,18.5,28.0,38.5,20.0,0.6184291898577614,20.94,0.78,5.692884811692919,0.17603230710244033,2.6340476190476187,7.88,0.24366110080395798,2382.5986000010744
random_fl_wet_natural,claude-haiku-4-5,underspecified,wet_season,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect from June through September?,,20.032,28.935000000000002,39.57900000000001,624,28.0,38.0,50.0,22.0,0.7603248660791428,19.547000000000008,0.78,7.126845538563855,0.2463053581670591,3.205643696581196,9.966201923076923,0.34443414284005264,2035.8041999861598
random_fl_wet_statistical,claude-haiku-4-5,underspecified,wet_season,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,20.032,28.935000000000002,39.57900000000001,624,18.5,28.0,38.5,20.0,0.6912044237083117,19.547000000000008,0.78,4.370419922669431,0.1510426792006024,1.9404353632478633,6.143477564102564,0.21231994346302274,1899.9628000310622
miami_dry_natural,claude-haiku-4-5,specific_station,dry_season,natural,"My grandma lives in Miami, Florida. How much rain should she expect from December through February?",440,3.35,5.359999999999999,10.081,12,3.5,5.5,8.0,4.5,0.8395522388059702,6.731,0.75,2.5111676003216767,0.46850141797046213,1.1744444444444444,3.1466666666666665,0.5870646766169154,2654.0612999815494
miami_dry_statistical,claude-haiku-4-5,specific_station,dry_season,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,3.35,5.359999999999999,10.081,12,2.5,5.0,8.5,6.0,1.119402985074627,6.731,0.75,2.4736046146777624,0.4614933982607766,1.1388888888888886,3.183333333333333,0.5939054726368159,1819.1644999897107
gulf_city_dry_natural,claude-haiku-4-5,regional_inference,dry_season,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect from December through February?",480,2.241,4.525,10.646999999999998,8,6.5,9.5,13.5,7.0,1.5469613259668507,8.405999999999999,0.78,3.6829271020416527,0.813906541887658,1.7018750000000002,4.751250000000001,1.05,1923.6777999904007
gulf_city_dry_statistical,claude-haiku-4-5,regional_inference,dry_season,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,2.241,4.525,10.646999999999998,8,6.5,9.5,13.5,7.0,1.5469613259668507,8.405999999999999,0.78,3.6829271020416527,0.813906541887658,1.7018750000000002,4.751250000000001,1.05,1960.640000004787
random_fl_dry_natural,claude-haiku-4-5,underspecified,dry_season,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect from December through February?,,2.622,6.545,12.454,454,6.5,9.5,13.5,7.0,1.0695187165775402,9.832,0.75,3.134697987602962,0.4789454526513311,1.4567474302496326,4.072511013215859,0.6222323931575033,2154.814700013958
random_fl_dry_statistical,claude-haiku-4-5,underspecified,dry_season,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,2.622,6.545,12.454,454,3.5,6.0,9.5,6.0,0.9167303284950344,9.832,0.75,2.4807678370026736,0.3790325190225628,1.1384654919236417,3.355859030837004,0.5127362919537057,2249.2134000058286
miami_annual_natural,claude-sonnet-4-6,specific_station,annual,natural,"My grandma lives in Miami, Florida. How much rain should she expect over the next year?",440,46.495,56.575,76.22999999999999,16,45.0,62.0,80.0,35.0,0.618647812638091,29.734999999999992,0.8,6.778206984896134,0.11980922642326353,2.8825000000000003,9.89,0.17481219619973487,6662.484099972062
miami_annual_statistical,claude-sonnet-4-6,specific_station,annual,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,46.495,56.575,76.22999999999999,16,45.0,62.0,80.0,35.0,0.618647812638091,29.734999999999992,0.72,6.778206984896134,0.11980922642326353,2.8825000000000003,9.89,0.17481219619973487,4509.927799983416
gulf_city_annual_natural,claude-sonnet-4-6,regional_inference,annual,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect over the next year?",480,38.4,53.99,63.43,11,42.0,55.0,70.0,28.0,0.518614558251528,25.03,0.62,6.189611859394083,0.11464367215028863,2.626212121212121,8.193636363636363,0.1517621108286046,4873.114899965003
gulf_city_annual_statistical,claude-sonnet-4-6,regional_inference,annual,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,38.4,53.99,63.43,11,42.0,55.0,70.0,28.0,0.518614558251528,25.03,0.62,6.189611859394083,0.11464367215028863,2.626212121212121,8.193636363636363,0.1517621108286046,4705.019799992442
random_fl_annual_natural,claude-sonnet-4-6,underspecified,annual,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect over the next year?,,39.61,50.55,64.07300000000001,618,42.0,54.0,68.0,26.0,0.5143422354104847,24.463000000000008,0.45,6.154241831832372,0.12174563465543763,2.7377993527508093,8.567216828478964,0.16948005595408436,4355.180200014729
random_fl_annual_statistical,claude-sonnet-4-6,underspecified,annual,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,39.61,50.55,64.07300000000001,618,42.0,54.0,68.0,26.0,0.5143422354104847,24.463000000000008,0.62,6.154241831832372,0.12174563465543763,2.7377993527508093,8.567216828478964,0.16948005595408436,6466.262899979483
miami_wet_natural,claude-sonnet-4-6,specific_station,wet_season,natural,"My grandma lives in Miami, Florida. How much rain should she expect from June through September?",440,24.909999999999997,35.39,45.17,16,22.0,30.0,40.0,18.0,0.5086182537439955,20.260000000000005,0.8,5.216337292662975,0.14739579804077352,2.315104166666667,7.424375000000001,0.2097873693133654,4402.571999991778
miami_wet_statistical,claude-sonnet-4-6,specific_station,wet_season,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,24.909999999999997,35.39,45.17,16,22.0,32.0,44.0,22.0,0.6216445323537723,20.260000000000005,0.72,4.791451538087015,0.1353899841222666,2.1334375000000003,7.034375000000001,0.19876730714891214,4514.9709999677725
gulf_city_wet_natural,claude-sonnet-4-6,regional_inference,wet_season,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect from June through September?",480,25.196,32.339999999999996,46.136,14,22.0,32.0,44.0,22.0,0.6802721088435375,20.94,0.62,4.7256433141782415,0.14612378831719983,2.0159523809523807,6.548571428571427,0.20249138616485554,4871.335299976636
gulf_city_wet_statistical,claude-sonnet-4-6,regional_inference,wet_season,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,25.196,32.339999999999996,46.136,14,22.0,32.0,44.0,22.0,0.6802721088435375,20.94,0.62,4.7256433141782415,0.14612378831719983,2.0159523809523807,6.548571428571427,0.20249138616485554,5225.8528000093065
random_fl_wet_natural,claude-sonnet-4-6,underspecified,wet_season,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect from June through September?,,20.032,28.935000000000002,39.57900000000001,624,22.0,32.0,45.0,23.0,0.7948850872645584,19.547000000000008,0.55,4.808057223953065,0.16616752113195316,2.0898904914529917,6.567932692307691,0.22698920657707589,4072.403199970722
random_fl_wet_statistical,claude-sonnet-4-6,underspecified,wet_season,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,20.032,28.935000000000002,39.57900000000001,624,22.0,34.0,50.0,28.0,0.9676861931916364,19.547000000000008,0.62,5.482193776347225,0.18946582949186883,2.357192841880342,7.384663461538462,0.2552156026106259,6495.679399988148
miami_dry_natural,claude-sonnet-4-6,specific_station,dry_season,natural,"My grandma lives in Miami, Florida. How much rain should she expect from December through February?",440,3.35,5.359999999999999,10.081,12,4.5,8.5,15.0,10.5,1.9589552238805972,6.731,0.75,2.928220982830601,0.5463098848564555,1.2866666666666668,3.935,0.7341417910447762,4630.907099985052
miami_dry_statistical,claude-sonnet-4-6,specific_station,dry_season,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,3.35,5.359999999999999,10.081,12,2.0,5.5,11.0,9.0,1.6791044776119404,6.731,0.65,2.3798688713290557,0.44400538644198806,1.0777777777777777,3.1466666666666665,0.5870646766169154,4523.885899980087
gulf_city_dry_natural,claude-sonnet-4-6,regional_inference,dry_season,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect from December through February?",480,2.241,4.525,10.646999999999998,8,4.5,8.5,15.0,10.5,2.320441988950276,8.405999999999999,0.62,2.990508973632191,0.6608859610236886,1.3260416666666668,4.251250000000001,0.9395027624309393,4579.863699967973
gulf_city_dry_statistical,claude-sonnet-4-6,regional_inference,dry_season,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,2.241,4.525,10.646999999999998,8,2.5,5.5,10.5,8.0,1.7679558011049723,8.405999999999999,0.62,2.055988264802704,0.45436204747021075,0.886875,2.86625,0.6334254143646408,7649.708699958865
random_fl_dry_natural,claude-sonnet-4-6,underspecified,dry_season,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect from December through February?,,2.622,6.545,12.454,454,4.5,9.0,16.0,11.5,1.757066462948816,9.832,0.45,2.8485572018257517,0.43522646322776953,1.24284140969163,3.8474449339207055,0.5878449096899474,5249.559100018814
random_fl_dry_statistical,claude-sonnet-4-6,underspecified,dry_season,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,2.622,6.545,12.454,454,3.5,7.5,14.0,10.5,1.6042780748663101,9.832,0.62,2.4862551906737194,0.3798709229448005,1.0938105726872245,3.4072246696035244,0.5205843651036707,5833.787200041115
miami_annual_natural,claude-opus-4-8,specific_station,annual,natural,"My grandma lives in Miami, Florida. How much rain should she expect over the next year?",440,46.495,56.575,76.22999999999999,16,48.0,61.0,75.0,27.0,0.47724259832081306,29.734999999999992,0.7,6.5982096575888205,0.11662765634271004,2.8339583333333334,9.515,0.16818382677861246,2681.3347999705
miami_annual_statistical,claude-opus-4-8,specific_station,annual,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,46.495,56.575,76.22999999999999,16,42.0,56.0,72.0,30.0,0.5302695536897923,29.734999999999992,0.6,6.436533597212651,0.11376992659677686,2.8489583333333335,8.986250000000002,0.1588378258948299,3886.269699956756
gulf_city_annual_natural,claude-opus-4-8,regional_inference,annual,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect over the next year?",480,38.4,53.99,63.43,11,44.0,55.0,68.0,24.0,0.44452676421559545,25.03,0.6,6.208075129120672,0.11498564788147198,2.718333333333333,8.193636363636363,0.1517621108286046,3483.583700028248
gulf_city_annual_statistical,claude-opus-4-8,regional_inference,annual,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,38.4,53.99,63.43,11,42.0,54.0,68.0,26.0,0.48157066123356174,25.03,0.7,6.017300701705616,0.11145213376005957,2.5443939393939394,8.102727272727272,0.15007829732778796,7047.795900027268
random_fl_annual_natural,claude-opus-4-8,underspecified,annual,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect over the next year?,,39.61,50.55,64.07300000000001,618,44.0,54.0,66.0,22.0,0.4352126607319486,24.463000000000008,0.6,6.182114565688863,0.12229702404923568,2.781769147788565,8.567216828478964,0.16948005595408436,3263.588899979368
random_fl_annual_statistical,claude-opus-4-8,underspecified,annual,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,39.61,50.55,64.07300000000001,618,42.0,53.0,66.0,24.0,0.47477744807121663,24.463000000000008,0.7,6.003209352451434,0.11875785069142304,2.677238403451996,8.314336569579288,0.164477479121252,4119.446000026073
miami_wet_natural,claude-opus-4-8,specific_station,wet_season,natural,"My grandma lives in Miami, Florida. How much rain should she expect from June through September?",440,24.909999999999997,35.39,45.17,16,28.0,38.0,50.0,22.0,0.6216445323537723,20.260000000000005,0.7,5.097603902891747,0.144040799742632,2.1942708333333334,7.001875000000001,0.1978489686352077,3143.2866000104696
miami_wet_statistical,claude-opus-4-8,specific_station,wet_season,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,24.909999999999997,35.39,45.17,16,21.0,30.0,42.0,21.0,0.5933879627013281,20.260000000000005,0.6,5.1265805548982195,0.14485958052834755,2.2901041666666666,7.424375000000001,0.2097873693133654,3590.4366999748163
gulf_city_wet_natural,claude-opus-4-8,regional_inference,wet_season,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect from June through September?",480,25.196,32.339999999999996,46.136,14,22.0,30.0,40.0,18.0,0.5565862708719852,20.94,0.6,5.049486220520874,0.1561374836277327,2.288571428571428,6.905714285714287,0.21353476455517276,3702.9903999646194
gulf_city_wet_statistical,claude-opus-4-8,regional_inference,wet_season,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,25.196,32.339999999999996,46.136,14,22.0,30.0,40.0,18.0,0.5565862708719852,20.94,0.6,5.049486220520874,0.1561374836277327,2.288571428571428,6.905714285714287,0.21353476455517276,3055.371299968101
random_fl_wet_natural,claude-opus-4-8,underspecified,wet_season,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect from June through September?,,20.032,28.935000000000002,39.57900000000001,624,20.0,28.0,38.0,18.0,0.6220839813374806,19.547000000000008,0.6,4.339054777595138,0.14995869284932217,1.9328498931623932,6.143477564102564,0.21231994346302274,4080.3867999929935
random_fl_wet_statistical,claude-opus-4-8,underspecified,wet_season,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,20.032,28.935000000000002,39.57900000000001,624,18.0,28.0,40.0,22.0,0.7603248660791428,19.547000000000008,0.6,4.4003550976834145,0.1520772454703098,1.9461244658119659,6.143477564102564,0.21231994346302274,4024.3872000137344
miami_dry_natural,claude-opus-4-8,specific_station,dry_season,natural,"My grandma lives in Miami, Florida. How much rain should she expect from December through February?",440,3.35,5.359999999999999,10.081,12,3.5,6.5,11.0,7.5,1.3992537313432838,6.731,0.6,2.4152685078571565,0.45060979624200687,1.0972222222222223,3.3133333333333326,0.6181592039800994,3895.2746999566443
miami_dry_statistical,claude-opus-4-8,specific_station,dry_season,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,3.35,5.359999999999999,10.081,12,3.5,7.0,13.0,9.5,1.7723880597014927,6.731,0.6,2.5114017536626747,0.46854510329527516,1.1286111111111112,3.435,0.6408582089552239,3781.747800006997
gulf_city_dry_natural,claude-opus-4-8,regional_inference,dry_season,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect from December through February?",480,2.241,4.525,10.646999999999998,8,5.5,9.5,15.0,9.5,2.0994475138121547,8.405999999999999,0.6,3.472367940558841,0.767374130510241,1.554375,4.751250000000001,1.05,4015.714899986051
gulf_city_dry_statistical,claude-opus-4-8,regional_inference,dry_season,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,2.241,4.525,10.646999999999998,8,4.0,7.5,14.0,10.0,2.209944751381215,8.405999999999999,0.6,2.6172848183643223,0.5784054847213972,1.1427083333333332,3.75125,0.8290055248618784,3329.0135000133887
random_fl_dry_natural,claude-opus-4-8,underspecified,dry_season,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect from December through February?,,2.622,6.545,12.454,454,5.0,8.5,14.0,9.0,1.3750954927425516,9.832,0.5,2.7233845412439472,0.4161015341854771,1.2257782672540383,3.657621145374449,0.5588420390182505,6016.979200008791
random_fl_dry_statistical,claude-opus-4-8,underspecified,dry_season,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,2.622,6.545,12.454,454,4.0,8.0,15.0,11.0,1.680672268907563,9.832,0.5,2.607062032159759,0.3983288055247913,1.1417547723935386,3.511145374449339,0.5364622420854606,3506.05570001062
miami_annual_natural,claude-fable-5,specific_station,annual,natural,"My grandma lives in Miami, Florida. How much rain should she expect over the next year?",440,46.495,56.575,76.22999999999999,16,48.0,61.0,78.0,30.0,0.5302695536897923,29.734999999999992,0.7,6.658713794447212,0.11769710639765288,2.8202083333333334,9.515,0.16818382677861246,6718.827400007285
miami_annual_statistical,claude-fable-5,specific_station,annual,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,46.495,56.575,76.22999999999999,16,44.0,57.0,72.0,28.0,0.4949182501104728,29.734999999999992,0.65,6.366205117731095,0.11252682488256464,2.820625,8.986250000000002,0.1588378258948299,7572.616100020241
gulf_city_annual_natural,claude-fable-5,regional_inference,annual,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect over the next year?",480,38.4,53.99,63.43,11,42.0,54.0,68.0,26.0,0.48157066123356174,25.03,0.65,6.017300701705616,0.11145213376005957,2.5443939393939394,8.102727272727272,0.15007829732778796,8069.9003000045195
gulf_city_annual_statistical,claude-fable-5,regional_inference,annual,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,38.4,53.99,63.43,11,42.0,53.0,66.0,24.0,0.44452676421559545,25.03,0.65,5.896318175190415,0.10921130163345832,2.5137878787878787,8.19181818181818,0.15172843455858825,6521.9805999659
random_fl_annual_natural,claude-fable-5,underspecified,annual,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect over the next year?,,39.61,50.55,64.07300000000001,618,42.0,54.0,68.0,26.0,0.5143422354104847,24.463000000000008,0.6,6.154241831832372,0.12174563465543763,2.7377993527508093,8.567216828478964,0.16948005595408436,6506.40499999281
random_fl_annual_statistical,claude-fable-5,underspecified,annual,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,39.61,50.55,64.07300000000001,618,41.0,53.0,67.0,26.0,0.5143422354104847,24.463000000000008,0.65,6.009922985665978,0.11889066242662667,2.6676968716289107,8.314336569579288,0.164477479121252,7832.574000000022
miami_wet_natural,claude-fable-5,specific_station,wet_season,natural,"My grandma lives in Miami, Florida. How much rain should she expect from June through September?",440,24.909999999999997,35.39,45.17,16,25.0,34.0,46.0,21.0,0.5933879627013281,20.260000000000005,0.65,4.626228352068274,0.1307213436583293,2.0451041666666665,6.859375000000001,0.19382240745973442,16223.973299958743
miami_wet_statistical,claude-fable-5,specific_station,wet_season,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,24.909999999999997,35.39,45.17,16,22.0,31.0,43.0,21.0,0.5933879627013281,20.260000000000005,0.6,4.9040900038127555,0.13857276077459044,2.1859375,7.174375000000001,0.20272322690025435,8367.28679999942
gulf_city_wet_natural,claude-fable-5,regional_inference,wet_season,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect from June through September?",480,25.196,32.339999999999996,46.136,14,25.0,33.0,44.0,19.0,0.5875077303648732,20.94,0.6,4.637011083040916,0.14338315037232272,1.9907142857142854,6.548571428571427,0.20249138616485554,8929.77129999781
gulf_city_wet_statistical,claude-fable-5,regional_inference,wet_season,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,25.196,32.339999999999996,46.136,14,24.0,33.0,45.0,21.0,0.6493506493506495,20.94,0.6,4.634253367466335,0.1432978777818904,1.9797619047619044,6.548571428571427,0.20249138616485554,7251.329899998382
random_fl_wet_natural,claude-fable-5,underspecified,wet_season,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect from June through September?,,20.032,28.935000000000002,39.57900000000001,624,20.0,28.0,40.0,20.0,0.6912044237083117,19.547000000000008,0.55,4.349302762890953,0.15031286548785044,1.9276201923076923,6.143477564102564,0.21231994346302274,7679.763299995102
random_fl_wet_statistical,claude-fable-5,underspecified,wet_season,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,20.032,28.935000000000002,39.57900000000001,624,20.0,28.0,38.0,18.0,0.6220839813374806,19.547000000000008,0.65,4.339054777595138,0.14995869284932217,1.9328498931623932,6.143477564102564,0.21231994346302274,10583.50359997712
miami_dry_natural,claude-fable-5,specific_station,dry_season,natural,"My grandma lives in Miami, Florida. How much rain should she expect from December through February?",440,3.35,5.359999999999999,10.081,12,3.0,6.0,11.0,8.0,1.492537313432836,6.731,0.65,2.3700691394902056,0.4421770782630981,1.0777777777777777,3.229999999999999,0.6026119402985074,73625.78800000483
miami_dry_statistical,claude-fable-5,specific_station,dry_season,statistical,"A FAWN agricultural monitoring station in Miami-Dade County, Florida (Homestead, station 440).",440,3.35,5.359999999999999,10.081,12,2.3,5.5,11.0,8.7,1.623134328358209,6.731,0.6,2.3688719451566977,0.44195372111132425,1.067777777777778,3.1466666666666665,0.5870646766169154,7924.252400000114
gulf_city_dry_natural,claude-fable-5,regional_inference,dry_season,natural,"My grandma lives in a Gulf coast Florida city of about 100,000 people — not Miami or Tampa. How much rain should she expect from December through February?",480,2.241,4.525,10.646999999999998,8,3.0,6.5,11.5,8.5,1.878453038674033,8.405999999999999,0.55,2.2128711650585036,0.48903230167038747,0.9677083333333333,3.2512500000000006,0.7185082872928178,8969.51819997048
gulf_city_dry_statistical,claude-fable-5,regional_inference,dry_season,statistical,"A Gulf coast Florida city with roughly 100,000 residents (North Port, FAWN station 480).",480,2.241,4.525,10.646999999999998,8,2.8,6.0,11.5,8.7,1.9226519337016572,8.405999999999999,0.6,2.1334973059763382,0.47149111734283716,0.9160416666666666,3.00125,0.6632596685082873,9683.146800030954
random_fl_dry_natural,claude-fable-5,underspecified,dry_season,natural,My grandma lives somewhere in Florida — I do not know the city. How much rain should she expect from December through February?,,2.622,6.545,12.454,454,3.5,7.0,13.0,9.5,1.4514896867838045,9.832,0.55,2.4223761252852487,0.3701109435118791,1.0787665198237886,3.350925110132159,0.5119824461622856,10080.564100004267
random_fl_dry_statistical,claude-fable-5,underspecified,dry_season,statistical,A random Florida agricultural monitoring station drawn uniformly from the FAWN network (any of the ~50 stations statewide).,,2.622,6.545,12.454,454,3.5,7.0,13.0,9.5,1.4514896867838045,9.832,0.6,2.4223761252852487,0.3701109435118791,1.0787665198237886,3.350925110132159,0.5119824461622856,8161.88470000634
